1.11.0,americium
1.10.4,americium
1.10.3,americium
1.10.2,americium
1.10.1,americium
1.10.0,americium
1.9.0,americium
1.8.2,americium
1.8.1,americium
1.8.0,americium
1.7.1,americium
1.7.0,americium
1.6.1,americium
1.6.0,americium
1.5.1,americium
1.5.0,americium
1.4.7,americium
1.4.6,americium
1.4.5,americium
1.4.4,americium
1.4.3,americium
1.4.2,americium
1.4.1,americium
1.4.0,americium
1.3.5,americium
1.3.4,americium
1.3.3,americium
1.3.2,americium
1.3.1,americium
1.3.0,americium
1.2.6,americium
1.2.5,americium
1.2.4,americium
1.2.3,americium
1.2.2,americium